Phone_number,Password,Book_version,Quiz data
9000000011,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000012,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000013,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000014,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000015,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000016,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000017,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000018,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000019,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000020,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""6222237f9844ef396391e854"",""chapter"":""recall what happened in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":4.1,""thinkTime"":[{""id"":""B"",""time"":2.4}]},{""id"":""6222237f9844ef396391e853"",""chapter"":""recall what happened in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.7,""thinkTime"":[{""id"":""D"",""time"":1.4}]},{""id"":""6222237f9844ef396391e851"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":2.4,""thinkTime"":[{""id"":""B"",""time"":1.5}]},{""id"":""6222237f9844ef396391e852"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":true,""timeSpent"":3,""thinkTime"":[{""id"":""D"",""time"":1.1}]},{""id"":""6222237f9844ef396391e855"",""chapter"":""recall what happened in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":true,""timeSpent"":2.7,""thinkTime"":[{""id"":""A"",""time"":0.9}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":2,""noOfQuestions"":5},""evaluatedScore"":2},""quizType"":""eosq"""
9000000021,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000022,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000023,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000024,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000025,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000026,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000027,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000028,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000029,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
9000000030,123456,/v4/,"{""custom_data"":"""",""attempt"":[{""id"":""622223919844ef396391e88b"",""chapter"":""Compare characters in the story"",""difficulty"":""Medium"",""blooms"":""Analysing"",""attempted"":true,""correct"":true,""timeSpent"":15.399999999999999,""thinkTime"":[{""id"":""A"",""time"":14.2}]},{""id"":""622223919844ef396391e88a"",""chapter"":""Compare characters in the story"",""difficulty"":""Hard"",""blooms"":""Analysing"",""attempted"":true,""correct"":false,""timeSpent"":2.8,""thinkTime"":[{""id"":""B"",""time"":1.6}]},{""id"":""622223919844ef396391e887"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2.2,""thinkTime"":[{""id"":""B"",""time"":1.2}]},{""id"":""622223919844ef396391e888"",""chapter"":""Find facts from the story"",""difficulty"":""Easy"",""blooms"":""Remembering"",""attempted"":true,""correct"":false,""timeSpent"":2,""thinkTime"":[{""id"":""A"",""time"":1}]},{""id"":""622223919844ef396391e889"",""chapter"":""Compare characters in the story"",""difficulty"":""Easy"",""blooms"":""Understanding"",""attempted"":true,""correct"":false,""timeSpent"":3.5,""thinkTime"":[{""id"":""B"",""time"":2}]}],""evaluated_score"":"""",""info"":{""attemptedQuestions"":5,""correctedQuestions"":1,""noOfQuestions"":5},""evaluatedScore"":1},""quizType"":""eosq"""
